Lat,Long,Species,Present,Total
51.48,0.01162,Red-tailed Bumblebee,1,140
51.64,-1.983,Red-tailed Bumblebee,1,140
54.98,-1.812,Tree Bumblebee,1,140
55.82,-4.375,Common Carder,1,140
55.98,-2.904,Red-tailed Bumblebee,1,140
56.2,-3.423,Early Bumblebee,1,140
57.28,-4.452,Buff-tailed Bumblebee,1,140
50.96,0.814,Red-tailed Bumblebee,1,139
51.2,-2.823,Common Carder,1,139
52.19,-3.996,Common Carder,1,139
52.61,-1.147,Tree Bumblebee,1,139
56.99,-3.488,Buff-tailed Bumblebee,1,139
51.3,-0.831,White/Buff-tailed Bumblebee workers,1,138
54.01,-0.4023,a white-tailed bumblebee,1,138
57.25,-2.729,Common Carder,1,138
50.96,-1.92,Garden Bumblebee,1,137
51.11,-2.764,Common Carder,1,137
51.16,-2.844,Early Bumblebee,1,137
51.42,-0.5936,Buff-tailed Bumblebee,1,137
51.83,-0.7956,Indet. Bee,1,137
53.95,-1.086,Red-tailed Bumblebee,1,137
54.98,-1.812,Buff-tailed Bumblebee,1,137
55.82,-4.375,Indet. Bee,1,137
50.94,-2.824,Common Carder,1,136
53.95,-1.086,White/Buff-tailed Bumblebee workers,1,136
55.97,-4.33,a white-tailed bumblebee,1,136
56.4,-3.429,Honeybee,1,136
50.62,-3.417,Buff-tailed Bumblebee,1,135
51.17,-2.855,Red-tailed Bumblebee,1,135
52.87,-1.566,Early Bumblebee,1,135
53.11,-1.55,Common Carder,1,135
53.12,-2.768,Tree Bumblebee,1,135
54.29,-4.34,Early Bumblebee,1,135
51.58,-1.068,Early Bumblebee,1,134
51.16,-2.81,Early Bumblebee,1,133
51.28,-1.966,a white-tailed bumblebee,1,133
51.39,-3.315,Common Carder,1,133
54.83,-1.852,Common Carder,1,133
56.57,-3.181,Honeybee,1,133
51.04,-2.665,Indet. Bee,1,132
51.29,-2.64,White/Buff-tailed Bumblebee workers,1,132
51.38,0.6095,Garden Bumblebee,1,132
55.94,-3.471,a white-tailed bumblebee,1,132
56.06,-4.227,a white-tailed bumblebee,1,132
57.34,-2.186,White/Buff-tailed Bumblebee workers,1,132
50.95,0.7773,Buff-tailed Bumblebee,1,131
52.11,-2.074,Common Carder,1,131
52.31,0.2911,Indet. Bee,1,131
52.59,-1.702,White/Buff-tailed Bumblebee workers,1,131
54.83,-1.499,Red-tailed Bumblebee,1,131
55.88,-3.071,Early Bumblebee,1,131
55.98,-2.904,White/Buff-tailed Bumblebee workers,1,131
56.12,-3.128,Indet. Bee,1,131
56.35,-5.117,Indet. Bee,1,131
50.85,-1.852,Buff-tailed Bumblebee,1,130
51.06,-1.789,Common Carder,1,130
53.97,-2.454,Common Carder,1,130
51.18,-1.677,a white-tailed bumblebee,1,129
51.2,-2.832,Red-tailed Bumblebee,1,129
51.61,-1.233,Buff-tailed Bumblebee,1,129
56,-3.47,Honeybee,1,129
50.83,-1.056,Common Carder,1,128
51.65,-1.868,a white-tailed bumblebee,1,128
53.52,-2.044,a white-tailed bumblebee,1,128
55.44,-5.141,a white-tailed bumblebee,1,128
56.42,-3.47,Red-tailed Bumblebee,1,128
50.94,-2.824,Honeybee,1,127
53.11,-3.462,a white-tailed bumblebee,1,127
51.07,1.073,Honeybee,1,126
53.19,-2.883,Common Carder,1,126
54.01,-0.4069,a white-tailed bumblebee,1,126
54.12,-2.179,White/Buff-tailed Bumblebee workers,1,126
55.8,-4.608,Common Carder,1,126
55.84,-4.367,a white-tailed bumblebee,1,126
55.99,-3.467,Red-tailed Bumblebee,1,126
50.77,-0.752,Buff-tailed Bumblebee,1,125
51.13,-3.352,Honeybee,1,125
51.21,1.375,Indet. Bee,1,125
57.62,-3.105,a white-tailed bumblebee,1,125
51.03,-2.669,Common Carder,1,124
51.14,0.276,Honeybee,1,124
53.25,-2.081,Buff-tailed Bumblebee,1,124
54.75,-2.014,Early Bumblebee,1,124
55.9,-2.721,Indet. Bee,1,124
56,-3.47,Common Carder,1,124
56.16,-3.707,White/Buff-tailed Bumblebee workers,1,124
50.96,0.814,Buff-tailed Bumblebee,1,123
51.08,-2.548,Common Carder,1,123
51.77,-0.6898,White/Buff-tailed Bumblebee workers,1,123
52.24,-0.06821,a white-tailed bumblebee,1,123
56,-3.47,White/Buff-tailed Bumblebee workers,1,123
50.93,0.92,Buff-tailed Bumblebee,1,122
51.44,0.3164,Honeybee,1,122
51.5,-3.232,Indet. Bee,1,122
51.58,-0.05151,Honeybee,1,122
51.59,-0.02225,a white-tailed bumblebee,1,122
52.09,1.315,Red-tailed Bumblebee,1,122
52.59,-1.088,White/Buff-tailed Bumblebee workers,1,122
54.75,-2.014,a white-tailed bumblebee,1,122
56.52,-2.666,Buff-tailed Bumblebee,1,122
50.13,-5.078,Buff-tailed Bumblebee,1,121
50.92,0.9336,Buff-tailed Bumblebee,1,121
51.77,-1.225,Tree Bumblebee,1,121
54.9,-1.481,Early Bumblebee,1,121
55.01,-1.634,White/Buff-tailed Bumblebee workers,1,121
57.27,-2.415,a white-tailed bumblebee,1,121
51.08,-2.713,Red-tailed Bumblebee,1,120
51.08,1.17,Buff-tailed Bumblebee,1,120
53.09,-1.574,Buff-tailed Bumblebee,1,120
53.86,-0.6317,Red-tailed Bumblebee,1,120
54.75,-2.014,Indet. Bee,1,120
51.15,-2.77,White/Buff-tailed Bumblebee workers,1,119
51.19,-2.12,Buff-tailed Bumblebee,1,119
51.44,-2.714,Honeybee,1,119
51.47,0.4748,Red-tailed Bumblebee,1,119
55.8,-4.213,a white-tailed bumblebee,1,119
52.51,-2.24,Common Carder,1,118
53.77,-2.628,Red-tailed Bumblebee,1,118
53.97,-2.437,Indet. Bee,1,118
53.99,-2.394,Early Bumblebee,1,118
53.99,-2.394,Indet. Bee,1,118
55.54,-4.661,Buff-tailed Bumblebee,1,118
56.33,-3.016,Indet. Bee,1,118
56.44,-3.486,Honeybee,1,118
50.93,0.9216,Buff-tailed Bumblebee,1,117
51.24,-2.374,Red-tailed Bumblebee,1,117
51.61,-1.233,Red-tailed Bumblebee,1,117
52.94,1.139,Garden Bumblebee,1,117
50.69,-3.672,Common Carder,1,116
51.67,0.5712,Red-tailed Bumblebee,1,116
52.61,-1.147,Red-tailed Bumblebee,1,116
53.95,-2.425,Indet. Bee,1,116
50.92,0.9336,Red-tailed Bumblebee,1,115
51,-0.1229,Buff-tailed Bumblebee,1,115
51.04,-2.667,Red-tailed Bumblebee,1,115
51.07,1.073,White/Buff-tailed Bumblebee workers,1,115
51.5,0.1438,White/Buff-tailed Bumblebee workers,1,115
52.37,-2.311,a white-tailed bumblebee,1,115
56.33,-3.016,Common Carder,1,115
51.57,-0.3795,Indet. Bee,1,114
55.97,-4.33,Buff-tailed Bumblebee,1,114
55.99,-2.447,Red-tailed Bumblebee,1,114
56.18,-3.355,Early Bumblebee,1,114
51.16,-2.843,White/Buff-tailed Bumblebee workers,1,113
53.62,-2.337,a white-tailed bumblebee,1,113
54.97,-1.355,Common Carder,1,113
50.96,0.7984,Red-tailed Bumblebee,1,112
51.08,-2.548,Red-tailed Bumblebee,1,112
51.56,-0.152,Buff-tailed Bumblebee,1,112
52.95,-1.479,Buff-tailed Bumblebee,1,112
54.97,-1.355,Red-tailed Bumblebee,1,112
56.02,-4.134,Common Carder,1,112
56.18,-3.355,Garden Bumblebee,1,112
52.28,-1.176,Indet. Bee,1,111
52.45,0.9918,Early Bumblebee,1,111
54.41,-1.746,Buff-tailed Bumblebee,1,111
55.97,-2.854,Garden Bumblebee,1,111
50.85,-1.852,Honeybee,1,110
51,0.5895,Early Bumblebee,1,110
51.08,-2.713,a white-tailed bumblebee,1,110
51.63,-0.8818,White/Buff-tailed Bumblebee workers,1,110
51.77,-1.225,a white-tailed bumblebee,1,110
55.83,-4.149,Common Carder,1,110
55.99,-3.467,White/Buff-tailed Bumblebee workers,1,110
51.17,-2.849,White/Buff-tailed Bumblebee workers,1,109
51.2,-2.823,White/Buff-tailed Bumblebee workers,1,109
52.76,0.3578,Garden Bumblebee,1,109
52.9,-3.124,Common Carder,1,109
53.09,-1.574,a white-tailed bumblebee,1,109
54.38,-2.14,Buff-tailed Bumblebee,1,109
56.02,-2.858,Common Carder,1,109
52.09,-3.166,Red-tailed Bumblebee,1,108
52.93,-2.399,Common Carder,1,108
55.01,-1.634,Tree Bumblebee,1,108
55.78,-4.02,White/Buff-tailed Bumblebee workers,1,108
55.96,-2.673,Buff-tailed Bumblebee,1,108
50.96,-1.92,Buff-tailed Bumblebee,1,107
51.28,-1.966,Common Carder,1,107
52.79,-4.726,Common Carder,1,107
54.14,-0.7861,Common Carder,1,107
54.77,-2.085,Early Bumblebee,1,107
51.08,-2.654,Honeybee,1,106
51.64,0.01308,Honeybee,1,106
51.92,-1.872,Honeybee,1,106
52.06,-2.684,Tree Bumblebee,1,106
54.83,-1.499,Buff-tailed Bumblebee,1,106
55.38,-1.918,a white-tailed bumblebee,1,106
56.16,-3.707,Common Carder,1,106
50.69,-3.319,Honeybee,1,105
50.96,0.8153,Red-tailed Bumblebee,1,105
51.08,-4.06,Red-tailed Bumblebee,1,105
51.21,-2.831,Indet. Bee,1,105
51.62,0.8196,Common Carder,1,105
53.61,-2.861,Buff-tailed Bumblebee,1,105
53.95,-1.086,Early Bumblebee,1,105
54.29,-2.84,Red-tailed Bumblebee,1,105
54.88,-3.669,Red-tailed Bumblebee,1,105
55.83,-4.278,a white-tailed bumblebee,1,105
55.95,-3.151,Early Bumblebee,1,105
55.99,-3.467,Early Bumblebee,1,105
57.6,-3.61,Early Bumblebee,1,105
51.11,-2.457,Buff-tailed Bumblebee,1,104
53.04,-1.503,White/Buff-tailed Bumblebee workers,1,104
53.91,-1.762,Common Carder,1,104
54.18,-2.187,White/Buff-tailed Bumblebee workers,1,104
55.91,-4.449,White/Buff-tailed Bumblebee workers,1,104
51.08,1.17,Early Bumblebee,1,103
51.32,-0.928,Buff-tailed Bumblebee,1,103
51.37,0.3075,Indet. Bee,1,103
51.91,-4.349,Indet. Bee,1,103
51.93,-2.954,Honeybee,1,103
52.91,-1.221,Common Carder,1,103
56.64,-2.712,Buff-tailed Bumblebee,1,103
56.64,-2.712,Red-tailed Bumblebee,1,103
56.64,-2.709,Buff-tailed Bumblebee,1,103
50.68,-3.311,Honeybee,1,102
51.48,-2.598,Buff-tailed Bumblebee,1,102
51.61,-1.233,Tree Bumblebee,1,102
55.98,-2.904,Common Carder,1,102
58.56,-3.773,a white-tailed bumblebee,1,102
50.29,-4.812,Indet. Bee,1,101
50.96,0.9224,Red-tailed Bumblebee,1,101
51.06,-0.3148,Early Bumblebee,1,101
51.49,0.2297,Common Carder,1,101
51.58,-1.068,Red-tailed Bumblebee,1,101
52.06,-2.683,Common Carder,1,101
53.23,-2.881,Red-tailed Bumblebee,1,101
53.56,-2.614,Buff-tailed Bumblebee,1,101
54.3,-2.794,a white-tailed bumblebee,1,101
56.44,-3.486,Buff-tailed Bumblebee,1,101
56.57,-3.181,Common Carder,1,101
57.27,-2.415,Buff-tailed Bumblebee,1,101
50.46,-3.565,Honeybee,1,100
50.93,0.9299,Garden Bumblebee,1,100
51.44,-2.76,White/Buff-tailed Bumblebee workers,1,100
52.06,-2.684,Early Bumblebee,1,100
53.1,-1.577,Common Carder,1,100
53.61,-2.169,Buff-tailed Bumblebee,1,100
53.97,-2.436,a white-tailed bumblebee,1,100
55.79,-4.201,Indet. Bee,1,100
55.92,-4.465,White/Buff-tailed Bumblebee workers,1,100
55.95,-3.275,Red-tailed Bumblebee,1,100
55.97,-3.203,Common Carder,1,100
57.46,-4.249,Common Carder,1,100
50.72,-1.231,White/Buff-tailed Bumblebee workers,1,99
50.83,-1.056,Red-tailed Bumblebee,1,99
50.92,0.9753,Buff-tailed Bumblebee,1,99
50.96,0.8097,Red-tailed Bumblebee,1,99
50.98,-1.94,Buff-tailed Bumblebee,1,99
51.23,0.4878,White/Buff-tailed Bumblebee workers,1,99
51.59,-0.02225,White/Buff-tailed Bumblebee workers,1,99
51.78,-2.693,a white-tailed bumblebee,1,99
51.92,-4.825,Buff-tailed Bumblebee,1,99
53.57,-2.921,Buff-tailed Bumblebee,1,99
53.97,-2.436,Indet. Bee,1,99
53.99,-2.394,Common Carder,1,99
54.09,-2.268,White/Buff-tailed Bumblebee workers,1,99
55.94,-3.471,Red-tailed Bumblebee,1,99
56.35,-5.117,White/Buff-tailed Bumblebee workers,1,99
50.81,-1.046,Honeybee,1,98
50.87,0.0168,White/Buff-tailed Bumblebee workers,1,98
50.93,0.9299,Buff-tailed Bumblebee,1,98
50.96,0.7983,Red-tailed Bumblebee,1,98
51.06,-0.3148,a white-tailed bumblebee,1,98
51.29,0.2702,Red-tailed Bumblebee,1,98
52.56,1.435,Common Carder,1,98
54.98,-1.812,Indet. Bee,1,98
55.86,-3.174,Garden Bumblebee,1,98
50.93,0.9216,Red-tailed Bumblebee,1,97
50.96,-1.368,Red-tailed Bumblebee,1,97
50.96,0.8197,Red-tailed Bumblebee,1,97
51.15,-2.77,Early Bumblebee,1,97
51.16,-2.843,Red-tailed Bumblebee,1,97
51.17,-2.85,White/Buff-tailed Bumblebee workers,1,97
51.27,1.373,Buff-tailed Bumblebee,1,97
51.29,-2.64,Early Bumblebee,1,97
51.47,0.4748,Early Bumblebee,1,97
52.61,-1.147,a white-tailed bumblebee,1,97
53.79,-1.366,Tree Bumblebee,1,97
54.19,-2.909,Common Carder,1,97
55,-1.595,White/Buff-tailed Bumblebee workers,1,97
56.64,-2.712,Honeybee,1,97
51.08,-2.548,White/Buff-tailed Bumblebee workers,1,96
51.16,-2.844,Garden Bumblebee,1,96
51.17,-2.85,Red-tailed Bumblebee,1,96
51.5,-0.9195,Buff-tailed Bumblebee,1,96
51.5,0.1438,Common Carder,1,96
52.79,-2.09,Common Carder,1,96
56.64,-2.712,a white-tailed bumblebee,1,96
51.16,-2.844,a white-tailed bumblebee,1,95
51.17,-2.849,Tree Bumblebee,1,95
51.48,-2.598,White/Buff-tailed Bumblebee workers,1,95
51.56,-0.152,Tree Bumblebee,1,95
53.11,-1.568,Honeybee,1,95
53.79,-1.366,Common Carder,1,95
54.08,-0.4684,Common Carder,1,95
56.05,-2.719,Early Bumblebee,1,95
53.11,-1.568,White/Buff-tailed Bumblebee workers,1,94
54.98,-1.812,Early Bumblebee,1,94
55.8,-4.597,Honeybee,1,94
55.92,-3.237,Common Carder,1,94
55.95,-3.166,Buff-tailed Bumblebee,1,94
56.21,-3.406,Common Carder,1,94
50.96,0.8197,Buff-tailed Bumblebee,1,93
51.5,-0.267,Indet. Bee,1,93
51.53,-0.1271,White/Buff-tailed Bumblebee workers,1,93
51.61,-2.218,a white-tailed bumblebee,1,93
51.86,0.5139,Honeybee,1,93
52.93,-1.191,Red-tailed Bumblebee,1,93
51.05,0.8877,Buff-tailed Bumblebee,1,92
51.07,1.073,Red-tailed Bumblebee,1,92
51.28,-1.966,Honeybee,1,92
51.46,0.2958,Buff-tailed Bumblebee,1,92
51.74,-4.671,Common Carder,1,92
51.86,0.5139,Buff-tailed Bumblebee,1,92
52.09,1.315,a white-tailed bumblebee,1,92
54.27,-2.392,Indet. Bee,1,92
55.82,-4.375,Buff-tailed Bumblebee,1,92
56.02,-2.858,Red-tailed Bumblebee,1,92
56.05,-2.719,Buff-tailed Bumblebee,1,92
56.18,-3.35,Red-tailed Bumblebee,1,92
51.16,-2.833,Early Bumblebee,1,91
51.41,0.1195,Indet. Bee,1,91
51.61,-1.233,Common Carder,1,91
51.91,-4.349,Red-tailed Bumblebee,1,91
55.78,-4.86,Common Carder,1,91
57.62,-3.105,Buff-tailed Bumblebee,1,91
51.19,-2.791,Early Bumblebee,1,90
51.88,-2.046,Honeybee,1,90
51.95,-4.178,White/Buff-tailed Bumblebee workers,1,90
52.25,0.7335,White/Buff-tailed Bumblebee workers,1,90
53.18,-1.259,a white-tailed bumblebee,1,90
56.16,-3.921,Buff-tailed Bumblebee,1,90
50.88,0.6599,Honeybee,1,89
51,0.9586,Early Bumblebee,1,89
51.05,0.8877,Red-tailed Bumblebee,1,89
51.16,-2.798,White/Buff-tailed Bumblebee workers,1,89
51.45,-2.115,Buff-tailed Bumblebee,1,89
52.45,0.9918,Red-tailed Bumblebee,1,89
52.9,-3.124,Buff-tailed Bumblebee,1,89
52.91,-1.221,Indet. Bee,1,89
53.84,-1.731,a white-tailed bumblebee,1,89
54.38,-2.14,Honeybee,1,89
54.77,-2.085,Honeybee,1,89
56.07,-3.194,Common Carder,1,89
56.99,-3.488,Common Carder,1,89
50.62,-3.417,Common Carder,1,88
50.84,-1.037,Red-tailed Bumblebee,1,88
51.04,-2.667,Early Bumblebee,1,88
51.29,0.05814,Honeybee,1,88
51.58,-2.83,Common Carder,1,88
51.83,-0.7956,Common Carder,1,88
52.41,-4.076,Red-tailed Bumblebee,1,88
53.07,-1.476,Indet. Bee,1,88
53.1,-1.577,Honeybee,1,88
55.78,-4.02,Early Bumblebee,1,88
55.83,-6.356,Common Carder,1,88
55.84,-4.496,Buff-tailed Bumblebee,1,88
50.81,-1.046,Indet. Bee,1,87
50.87,0.0168,a white-tailed bumblebee,1,87
51.25,-1.683,Red-tailed Bumblebee,1,87
51.69,-2.858,White/Buff-tailed Bumblebee workers,1,87
51.74,-4.671,Indet. Bee,1,87
51.84,-4.148,Indet. Bee,1,87
52.87,-1.566,Common Carder,1,87
54.41,-1.746,Honeybee,1,87
54.84,-1.72,Common Carder,1,87
50.69,-1.521,Common Carder,1,86
50.94,0.9292,Garden Bumblebee,1,86
51,0.5895,a white-tailed bumblebee,1,86
51.04,-0.7347,Honeybee,1,86
51.19,-2.788,Tree Bumblebee,1,86
51.19,-2.778,Common Carder,1,86
51.37,0.3075,Honeybee,1,86
51.44,-2.76,Early Bumblebee,1,86
51.98,-0.2659,Indet. Bee,1,86
52.17,0.06198,Red-tailed Bumblebee,1,86
52.9,0.5364,Common Carder,1,86
53.26,-2.73,Common Carder,1,86
56.06,-3.431,Buff-tailed Bumblebee,1,86
56.18,-3.355,Buff-tailed Bumblebee,1,86
56.18,-3.35,Early Bumblebee,1,86
56.3,-3.159,White/Buff-tailed Bumblebee workers,1,86
50.95,0.7773,Garden Bumblebee,1,85
51.19,-2.784,Early Bumblebee,1,85
51.4,-3.18,Red-tailed Bumblebee,1,85
51.88,-2.046,Common Carder,1,85
52.09,1.315,Buff-tailed Bumblebee,1,85
53.07,-1.476,Common Carder,1,85
53.18,-1.259,Common Carder,1,85
55.79,-4.201,a white-tailed bumblebee,1,85
55.8,-4.213,Common Carder,1,85
55.82,-4.56,a white-tailed bumblebee,1,85
55.82,-4.375,White/Buff-tailed Bumblebee workers,1,85
55.99,-3.467,a white-tailed bumblebee,1,85
50.67,-3.336,Honeybee,1,84
50.69,-3.672,a white-tailed bumblebee,1,84
50.69,-3.672,Buff-tailed Bumblebee,1,84
51.08,1.17,Common Carder,1,84
51.39,-3.315,Indet. Bee,1,84
51.77,-0.6898,Common Carder,1,84
51.83,-0.7956,White/Buff-tailed Bumblebee workers,1,84
52.79,-2.09,Red-tailed Bumblebee,1,84
52.93,-1.191,Buff-tailed Bumblebee,1,84
53.59,-3.071,Indet. Bee,1,84
56.56,-3.575,a white-tailed bumblebee,1,84
50.87,0.0168,Buff-tailed Bumblebee,1,83
51.17,-2.827,Common Carder,1,83
51.21,-2.831,Early Bumblebee,1,83
51.39,-3.298,Red-tailed Bumblebee,1,83
51.43,-0.3241,Indet. Bee,1,83
52.76,0.3578,Buff-tailed Bumblebee,1,83
53.02,-0.8849,Honeybee,1,83
53.23,-2.881,Indet. Bee,1,83
54.11,-4.588,Indet. Bee,1,83
55.44,-5.141,Buff-tailed Bumblebee,1,83
55.94,-3.471,Common Carder,1,83
50.13,-5.078,Common Carder,1,82
50.83,0.4185,a white-tailed bumblebee,1,82
50.96,0.8041,Red-tailed Bumblebee,1,82
51.13,-3.352,Buff-tailed Bumblebee,1,82
51.19,-2.791,Common Carder,1,82
51.19,-2.12,Red-tailed Bumblebee,1,82
51.54,-0.7353,Red-tailed Bumblebee,1,82
51.6,-2.767,Red-tailed Bumblebee,1,82
51.64,-1.983,Common Carder,1,82
52.17,0.06198,Common Carder,1,82
52.22,-0.1421,Honeybee,1,82
52.76,0.3578,Early Bumblebee,1,82
53.99,-2.389,White/Buff-tailed Bumblebee workers,1,82
56.12,-3.128,Common Carder,1,82
56.33,-3.016,Buff-tailed Bumblebee,1,82
56.57,-3.181,Red-tailed Bumblebee,1,82
50.98,-1.94,White/Buff-tailed Bumblebee workers,1,81
51.18,-1.677,Honeybee,1,81
51.57,-0.1401,Indet. Bee,1,81
51.67,0.5739,Common Carder,1,81
52.06,-2.683,Honeybee,1,81
52.22,-0.1421,Buff-tailed Bumblebee,1,81
52.91,-1.221,White/Buff-tailed Bumblebee workers,1,81
53.26,-2.73,Red-tailed Bumblebee,1,81
55.81,-4.59,Common Carder,1,81
55.9,-2.721,White/Buff-tailed Bumblebee workers,1,81
55.95,-3.275,a white-tailed bumblebee,1,81
57.6,-3.61,Honeybee,1,81
50.85,-0.9119,Honeybee,1,80
50.93,0.92,Red-tailed Bumblebee,1,80
51.05,-1.311,Red-tailed Bumblebee,1,80
51.44,-2.583,White/Buff-tailed Bumblebee workers,1,80
52.53,1.32,Common Carder,1,80
54.11,-4.588,a white-tailed bumblebee,1,80
54.11,-4.588,White/Buff-tailed Bumblebee workers,1,80
54.41,-1.746,a white-tailed bumblebee,1,80
55.01,-1.634,Common Carder,1,80
55.83,-4.694,White/Buff-tailed Bumblebee workers,1,80
55.83,-4.149,a white-tailed bumblebee,1,80
55.89,-3.314,Common Carder,1,80
55.99,-3.467,Garden Bumblebee,1,80
50.69,-3.302,Honeybee,1,79
51.51,-1.804,Red-tailed Bumblebee,1,79
51.67,0.5712,White/Buff-tailed Bumblebee workers,1,79
51.73,-0.6302,Red-tailed Bumblebee,1,79
51.77,-3.201,Common Carder,1,79
52.56,-0.3079,Common Carder,1,79
52.76,0.3578,Red-tailed Bumblebee,1,79
52.83,1.215,Red-tailed Bumblebee,1,79
54.41,-1.746,Red-tailed Bumblebee,1,79
55.77,-2.025,White/Buff-tailed Bumblebee workers,1,79
55.8,-4.597,a white-tailed bumblebee,1,79
56.19,-3.968,Early Bumblebee,1,79
56.21,-3.956,Common Carder,1,79
50.96,0.8084,Red-tailed Bumblebee,1,78
51.08,1.17,Red-tailed Bumblebee,1,78
51.16,-1.695,a white-tailed bumblebee,1,78
51.2,1.281,Buff-tailed Bumblebee,1,78
51.22,0.3314,Honeybee,1,78
51.53,-1.503,Red-tailed Bumblebee,1,78
51.54,0.492,White/Buff-tailed Bumblebee workers,1,78
51.6,-2.767,White/Buff-tailed Bumblebee workers,1,78
52.06,-2.684,Buff-tailed Bumblebee,1,78
52.09,-3.166,Common Carder,1,78
52.87,-1.566,Honeybee,1,78
53.05,-1.805,Common Carder,1,78
53.77,-2.628,Common Carder,1,78
55,-1.595,Indet. Bee,1,78
55.66,-1.957,White/Buff-tailed Bumblebee workers,1,78
55.79,-4.201,White/Buff-tailed Bumblebee workers,1,78
56.16,-3.681,a white-tailed bumblebee,1,78
57.27,-2.415,Early Bumblebee,1,78
57.68,-3.118,a white-tailed bumblebee,1,78
51.11,-2.457,a white-tailed bumblebee,1,77
51.16,-2.825,Garden Bumblebee,1,77
51.32,-0.928,Red-tailed Bumblebee,1,77
51.48,0.01162,Common Carder,1,77
51.84,-4.148,Common Carder,1,77
52.24,-0.06821,Early Bumblebee,1,77
55.97,-2.854,Common Carder,1,77
56.02,-2.858,Buff-tailed Bumblebee,1,77
56.12,-3.14,Common Carder,1,77
56.22,-3.4,Garden Bumblebee,1,77
56.41,-3.441,Red-tailed Bumblebee,1,77
56.47,-2.85,Red-tailed Bumblebee,1,77
57.68,-3.118,Buff-tailed Bumblebee,1,77
50.62,-3.417,White/Buff-tailed Bumblebee workers,1,76
50.81,-1.046,Red-tailed Bumblebee,1,76
51.08,-4.06,Common Carder,1,76
51.15,-2.801,White/Buff-tailed Bumblebee workers,1,76
51.21,-1.741,Common Carder,1,76
51.39,-3.298,Common Carder,1,76
51.44,-2.76,Common Carder,1,76
51.44,-2.76,Indet. Bee,1,76
51.57,-0.1601,Early Bumblebee,1,76
51.64,-1.983,White/Buff-tailed Bumblebee workers,1,76
52.3,0.0166,Common Carder,1,76
53.1,-1.53,Tree Bumblebee,1,76
53.62,-2.337,Red-tailed Bumblebee,1,76
54.41,-1.746,Tree Bumblebee,1,76
55.96,-2.673,Red-tailed Bumblebee,1,76
55.98,-2.752,Common Carder,1,76
50.64,-1.934,Common Carder,1,75
51.03,-2.669,Indet. Bee,1,75
51.29,-2.64,Common Carder,1,75
52.08,1.104,Common Carder,1,75
52.26,1.624,Red-tailed Bumblebee,1,75
53.07,-1.495,Indet. Bee,1,75
54.98,-1.812,a white-tailed bumblebee,1,75
54.98,-1.812,Garden Bumblebee,1,75
55.77,-2.025,Common Carder,1,75
57.34,-2.186,Garden Bumblebee,1,75
50.99,0.5908,Buff-tailed Bumblebee,1,74
51.09,-2.711,White/Buff-tailed Bumblebee workers,1,74
51.11,-2.457,White/Buff-tailed Bumblebee workers,1,74
51.64,-1.389,White/Buff-tailed Bumblebee workers,1,74
54.06,-1.451,Red-tailed Bumblebee,1,74
54.08,-0.4684,Red-tailed Bumblebee,1,74
54.88,-3.669,Buff-tailed Bumblebee,1,74
56.05,-2.719,Common Carder,1,74
51.06,-1.789,Tree Bumblebee,1,73
51.29,-2.64,Red-tailed Bumblebee,1,73
51.39,-3.298,Indet. Bee,1,73
51.42,-1.146,Buff-tailed Bumblebee,1,73
51.88,-2.046,Red-tailed Bumblebee,1,73
53.25,-2.081,Common Carder,1,73
54.01,-0.4023,Honeybee,1,73
55.83,-4.149,Buff-tailed Bumblebee,1,73
56.33,-3.016,a white-tailed bumblebee,1,73
57.62,-3.105,Indet. Bee,1,73
50.68,-1.154,White/Buff-tailed Bumblebee workers,1,72
50.93,0.9319,a white-tailed bumblebee,1,72
50.94,0.757,Buff-tailed Bumblebee,1,72
51.23,-3.866,Honeybee,1,72
51.36,-0.4818,Common Carder,1,72
51.5,0.1438,Buff-tailed Bumblebee,1,72
52.12,0.3646,Indet. Bee,1,72
52.95,-1.479,Red-tailed Bumblebee,1,72
54.11,-4.579,a white-tailed bumblebee,1,72
54.3,-2.794,Honeybee,1,72
54.38,-2.14,Common Carder,1,72
55.82,-4.375,a white-tailed bumblebee,1,72
55.92,-3.232,White/Buff-tailed Bumblebee workers,1,72
56.3,-3.159,Indet. Bee,1,72
50.64,-1.934,Red-tailed Bumblebee,1,71
51.44,-2.583,Tree Bumblebee,1,71
51.77,-0.6898,a white-tailed bumblebee,1,71
52.79,-2.09,a white-tailed bumblebee,1,71
53.08,-1.579,Common Carder,1,71
54.29,-2.84,Honeybee,1,71
54.31,-2.083,White/Buff-tailed Bumblebee workers,1,71
55.8,-4.213,Buff-tailed Bumblebee,1,71
56.3,-3.159,Common Carder,1,71
50.93,0.9217,Garden Bumblebee,1,70
50.98,-4.52,Red-tailed Bumblebee,1,70
51.25,0.3172,Buff-tailed Bumblebee,1,70
51.38,0.1153,Honeybee,1,70
51.41,-0.07471,White/Buff-tailed Bumblebee workers,1,70
52.51,-2.24,Red-tailed Bumblebee,1,70
52.95,-1.479,Common Carder,1,70
53.1,-1.53,Indet. Bee,1,70
53.86,-0.6317,Indet. Bee,1,70
55.95,-3.151,Common Carder,1,70
57.98,-3.974,a white-tailed bumblebee,1,70
50.52,-3.633,Honeybee,1,69
50.84,-1.037,White/Buff-tailed Bumblebee workers,1,69
50.87,-0.6043,a white-tailed bumblebee,1,69
50.89,-1.279,Honeybee,1,69
51,0.9586,Tree Bumblebee,1,69
51.03,-2.669,Honeybee,1,69
