,lat,lon,index,lat,lon
603,51.64,-3.1,92033,51.64,-3.118
604,52.29,-1.46,128394,52.29,-1.461
605,53.22,-1.675,169162,53.22,-1.676
606,51.21,-2.83,32235,51.22,-2.83
607,51.27,-1.713,36158,51.28,-1.711
608,51.91,-2.529,111902,51.91,-2.533
609,52.46,1.633,137216,52.47,1.634
610,55.87,-2.94,233447,55.88,-2.955
611,50.28,-4.806,1419,50.28,-4.81
612,50.56,-3.683,4802,50.56,-3.688
613,50.83,-2.053,11699,50.81,-2.032
614,50.99,0.8126,22092,50.99,0.8209
615,51.08,0.8009,25740,51.08,0.8025
616,51.57,-2.846,82618,51.58,-2.84
617,51.65,-5.053,92995,51.65,-5.026
618,52.27,-1.568,127531,52.27,-1.567
619,53.21,-2.958,168630,53.21,-2.958
620,53.82,-0.4172,205344,53.83,-0.407
621,54.3,-2.386,212378,54.28,-2.389
622,55.77,-4.017,229512,55.77,-4.023
623,55.95,-3.238,236243,55.95,-3.238
624,56.29,-3.073,240197,56.29,-3.066
625,56.45,-5.397,240909,56.45,-5.393
626,50.85,-0.9757,15337,50.85,-0.9755
627,51.55,0.2889,78475,51.55,0.2943
628,52.35,0.1362,130838,52.35,0.1452
629,53.74,-1.403,199282,53.74,-1.403
630,53.94,-2.829,208361,53.95,-2.829
631,54.33,-1.446,212976,54.33,-1.446
632,51.51,-0.402,68033,51.51,-0.4036
633,52.1,-2.333,120633,52.1,-2.334
634,53.68,-1.862,195569,53.68,-1.863
635,53.78,-2.058,202066,53.78,-2.069
636,54.25,-2.732,211971,54.24,-2.732
637,55.9,-4.334,233953,55.9,-4.334
638,55.96,-3.961,236543,55.96,-3.96
639,50.99,0.918,22535,51.0,0.9184
640,51.03,0.9506,23993,51.04,0.9649
641,51.63,0.4377,91779,51.63,0.4369
642,51.71,-0.5034,98612,51.71,-0.5004
643,52.22,-2.244,125024,52.22,-2.253
644,52.32,-0.02937,129673,52.32,-0.03678
645,52.56,-0.3167,142263,52.56,-0.3146
646,53.62,-2.868,193245,53.62,-2.865
647,55.87,-2.938,233447,55.88,-2.955
648,56.4,-3.5,240740,56.41,-3.493
649,50.65,-3.335,5818,50.65,-3.344
650,53.37,-1.584,176202,53.37,-1.585
651,53.56,-2.915,189404,53.56,-2.915
652,53.78,-2.05,201352,53.77,-2.05
653,55.96,-3.323,236589,55.96,-3.32
654,56.01,-3.737,237798,56.01,-3.737
655,50.75,-1.619,8821,50.75,-1.618
656,50.83,-0.09705,14044,50.83,-0.1027
657,51.16,-0.1951,29669,51.16,-0.1923
658,51.26,0.5681,35306,51.26,0.567
659,51.3,0.4931,38203,51.3,0.488
660,51.56,0.4956,80351,51.56,0.4949
661,51.64,0.0722,92838,51.64,0.07261
662,52.76,-0.7596,152631,52.76,-0.7497
663,53.27,-2.604,171774,53.28,-2.601
664,53.99,-2.404,208728,53.97,-2.436
665,54.37,-2.816,213214,54.37,-2.816
666,50.28,-4.807,1419,50.28,-4.81
667,50.68,-3.312,6132,50.68,-3.311
668,50.79,-1.01,10546,50.79,-1.012
669,51.02,0.9441,22956,51.01,0.9416
670,51.14,-3.131,27796,51.13,-3.12
671,51.32,1.25,39824,51.32,1.248
672,51.34,0.9278,40654,51.33,0.926
673,51.38,-2.826,45405,51.38,-2.824
674,52.14,-2.533,121646,52.13,-2.53
675,52.25,0.735,126900,52.25,0.735
676,52.78,0.4334,153585,52.78,0.4352
677,53.34,-3.135,174659,53.35,-3.135
678,54.04,-2.814,209740,54.04,-2.814
679,56.19,-2.857,239718,56.19,-2.836
680,50.85,-0.4118,15501,50.85,-0.4112
681,50.89,-0.3436,17813,50.89,-0.3343
682,51.41,-0.4012,50163,51.41,-0.4006
683,52.91,-0.6349,157402,52.91,-0.6354
684,53.08,-1.988,164061,53.08,-1.998
685,54.18,-2.185,211821,54.22,-2.195
686,54.93,-1.402,221598,54.93,-1.402
687,51.39,0.4333,47797,51.39,0.4291
688,53.2,-2.891,168203,53.2,-2.891
689,55.93,-4.487,235089,55.93,-4.486
690,55.95,-3.228,236249,55.95,-3.228
691,50.36,-3.947,2164,50.36,-3.962
692,50.41,-5.06,2983,50.41,-5.06
693,50.8,-1.559,11115,50.8,-1.566
694,51.06,-2.698,24459,51.06,-2.698
695,51.44,0.7927,54440,51.43,0.7971
696,51.6,-1.121,86411,51.6,-1.121
697,51.68,-0.3452,96524,51.68,-0.3461
698,51.84,1.239,107956,51.84,1.24
699,52.18,-3.949,123290,52.18,-3.955
700,54.08,-0.45,210288,54.08,-0.4559
701,55.87,-4.068,232841,55.87,-4.058
702,56.51,-5.399,241589,56.51,-5.386
703,56.66,-3.683,242051,56.65,-3.68
704,56.67,-5.076,242089,56.66,-5.072
705,50.8,-0.8646,11246,50.8,-0.8656
706,50.94,0.7582,20041,50.94,0.76
707,51.06,-0.3249,24671,51.06,-0.325
708,51.17,0.3261,30142,51.17,0.3182
709,51.41,-0.07464,50621,51.41,-0.07462
710,51.59,-0.02786,85523,51.59,-0.0279
711,51.88,-4.014,108947,51.87,-4.019
712,51.99,-5.006,115113,51.99,-5.001
713,55.93,-3.226,235343,55.93,-3.225
714,56.21,-3.407,239852,56.21,-3.416
715,50.93,0.923,20496,50.95,0.9162
716,50.96,0.9223,20918,50.96,0.9166
717,50.99,0.9727,22125,50.99,0.9688
718,51.02,-2.964,23107,51.02,-2.966
719,51.15,-2.785,28416,51.14,-2.801
720,51.43,-1.724,52946,51.43,-1.725
721,51.63,-4.998,91833,51.64,-5.004
722,51.79,-4.934,103729,51.78,-4.936
723,53.14,-0.9953,166483,53.15,-0.9964
724,55.02,-1.435,224134,55.02,-1.435
725,56.02,-3.595,237989,56.02,-3.595
726,50.6,-1.958,5139,50.6,-1.958
727,50.84,-1.036,14299,50.84,-1.036
728,50.87,-3.926,15833,50.86,-3.923
729,50.93,-0.2838,19593,50.93,-0.2834
730,51.0,0.9589,22536,51.0,0.9555
731,51.04,0.8761,24379,51.05,0.8762
732,51.11,-2.666,26725,51.11,-2.664
733,51.32,1.358,40673,51.33,1.359
734,51.5,-3.199,65518,51.5,-3.199
735,52.49,-2.1,138037,52.49,-2.102
736,52.95,-1.265,158960,52.95,-1.273
737,53.57,-2.024,190520,53.57,-2.024
738,56.47,-2.951,241142,56.47,-2.951
739,50.31,-4.825,1542,50.31,-4.834
740,50.61,-3.398,5214,50.61,-3.398
741,50.67,-3.333,6130,50.68,-3.331
742,51.01,-0.1242,22857,51.01,-0.1207
743,51.06,0.5743,24800,51.06,0.5773
744,51.4,0.3866,50970,51.41,0.3864
745,51.44,-0.9396,54883,51.44,-0.9369
746,51.44,0.05187,55703,51.44,0.05181
747,52.24,-2.937,125927,52.24,-2.924
748,52.89,-2.498,156232,52.89,-2.504
749,53.98,-1.404,208772,53.97,-1.411
750,55.94,-3.188,235849,55.94,-3.188
751,55.99,-2.452,236805,55.96,-2.451
752,51.31,-0.5252,38632,51.31,-0.5349
753,51.4,0.3879,50972,51.41,0.3883
754,51.74,-1.132,100659,51.74,-1.131
755,51.76,-0.5728,102365,51.76,-0.573
756,52.34,0.9181,130525,52.34,0.9131
757,53.78,-0.355,202451,53.78,-0.3553
758,55.83,-4.553,230976,55.83,-4.551
759,55.98,-3.173,237291,55.98,-3.173
760,56.48,-5.391,241218,56.48,-5.399
761,50.76,-1.865,9056,50.76,-1.865
762,50.99,0.9696,22125,50.99,0.9688
763,51.0,0.5909,22514,51.0,0.5924
764,51.08,1.087,25761,51.08,1.085
765,51.13,-3.282,27790,51.13,-3.289
766,51.3,1.081,38248,51.3,1.081
767,51.33,-2.835,39885,51.33,-2.835
768,51.5,-3.18,65532,51.5,-3.18
769,51.55,-1.807,76873,51.55,-1.806
770,52.02,-4.739,116852,52.03,-4.737
771,52.24,-1.629,125979,52.24,-1.609
772,53.37,-1.501,176247,53.37,-1.501
773,53.72,-0.4558,198078,53.72,-0.4584
774,55.77,-3.994,229517,55.77,-4.001
775,56.16,-5.422,239518,56.18,-5.433
776,50.76,-1.623,9109,50.76,-1.624
777,51.04,0.9203,23646,51.03,0.9234
778,51.06,0.7542,25255,51.07,0.7535
779,51.08,0.7937,25740,51.08,0.8025
780,51.61,-4.922,89328,51.62,-4.93
781,51.83,-0.7942,107384,51.83,-0.7964
782,53.21,-1.741,169157,53.22,-1.764
783,55.96,-2.671,237303,55.98,-2.661
784,55.97,-3.631,236898,55.97,-3.623
785,56.63,-3.883,241973,56.63,-3.87
786,50.85,-3.746,14967,50.85,-3.747
787,51.1,1.175,26640,51.1,1.176
788,51.44,-2.724,54546,51.44,-2.722
789,51.78,-1.194,104571,51.79,-1.195
790,52.2,-0.7284,124276,52.2,-0.7341
791,52.49,-1.242,137692,52.48,-1.251
792,52.52,0.2731,139616,52.51,0.2642
793,53.47,-2.152,183551,53.47,-2.152
794,53.53,-2.347,187267,53.53,-2.347
795,55.92,-3.248,234959,55.92,-3.248
796,56.04,-4.447,238149,56.04,-4.447
797,51.12,-1.456,27909,51.13,-1.437
798,51.36,-0.601,43131,51.36,-0.5986
799,51.43,0.2528,54277,51.43,0.2546
800,52.27,-2.375,126989,52.26,-2.377
801,53.03,-1.984,162336,53.03,-1.984
802,53.88,-1.716,207066,53.88,-1.716
803,55.88,-3.151,233392,55.88,-3.151
804,58.57,-3.53,246552,58.56,-3.534
805,50.92,0.1101,18674,50.91,0.1039
806,50.98,-0.7392,21579,50.98,-0.7393
807,51.0,0.578,22078,50.99,0.5772
808,51.1,-2.143,26755,51.11,-2.147
809,51.36,-1.203,43025,51.36,-1.204
810,51.39,0.3541,47789,51.39,0.3567
811,51.45,0.1759,57605,51.45,0.1768
812,52.38,-3.863,131272,52.37,-3.863
813,52.62,-1.966,145829,52.62,-1.966
814,52.99,-0.9988,161371,53.0,-0.9977
815,53.83,-1.532,205214,53.83,-1.532
816,55.63,-4.121,228161,55.64,-4.144
817,55.64,-4.653,228009,55.63,-4.653
818,56.37,-5.477,240420,56.35,-5.482
819,50.39,-4.148,2566,50.39,-4.146
820,50.91,0.9577,19706,50.93,0.9715
821,51.03,1.009,23654,51.03,1.007
822,51.07,0.795,24807,51.06,0.7881
823,51.54,-3.592,74615,51.54,-3.591
824,51.57,-1.944,78851,51.56,-1.945
825,51.59,-2.704,84528,51.59,-2.713
826,52.07,-0.1236,119477,52.07,-0.1219
827,55.82,-3.218,230957,55.82,-3.22
828,55.9,-3.31,234193,55.9,-3.309
829,57.13,-2.159,243075,57.13,-2.159
830,50.64,-3.409,5661,50.64,-3.409
831,50.78,-2.007,9797,50.78,-2.012
832,50.84,-3.895,13234,50.83,-3.905
833,51.07,0.7951,24807,51.06,0.7881
834,51.28,-1.054,36224,51.28,-1.054
835,51.39,0.9337,47955,51.39,0.9256
836,51.57,-2.844,82618,51.58,-2.84
837,51.57,-0.1154,81456,51.57,-0.1156
838,51.67,-1.306,95503,51.67,-1.306
839,51.67,-1.257,95530,51.67,-1.256
840,51.91,-2.868,111876,51.91,-2.862
841,51.94,-2.097,113027,51.93,-2.096
842,53.06,-2.977,163259,53.06,-2.977
843,56.22,-3.411,239948,56.22,-3.414
844,51.01,-0.1213,22857,51.01,-0.1207
845,51.19,-2.78,31181,51.2,-2.781
846,51.2,0.3232,32097,51.21,0.3227
847,51.23,-3.867,32713,51.23,-3.866
848,51.7,-0.5037,97856,51.7,-0.5053
849,51.74,-4.67,100357,51.74,-4.669
850,52.13,-3.246,121990,52.14,-3.261
851,53.02,-1.392,162079,53.02,-1.384
852,53.17,-2.64,167089,53.17,-2.641
853,53.21,-0.4397,168914,53.21,-0.4487
854,53.38,-2.815,176714,53.38,-2.816
855,54.04,-2.779,209760,54.04,-2.784
856,54.54,-3.575,214818,54.54,-3.574
857,54.96,-1.886,222201,54.96,-1.884
858,56.36,-5.383,240560,56.39,-5.434
859,58.61,-3.338,246618,58.62,-3.342
860,50.77,-3.058,9315,50.77,-3.065
861,50.84,-0.8993,14317,50.84,-0.8977
862,51.0,0.9587,22536,51.0,0.9555
863,51.32,1.359,40673,51.33,1.359
864,51.35,0.9853,42674,51.35,0.981
865,51.4,-2.273,48198,51.4,-2.274
866,51.48,-2.573,61604,51.48,-2.572
867,51.48,-0.7213,61875,51.48,-0.7257
868,51.5,-3.203,65516,51.5,-3.202
869,51.6,-3.064,86139,51.6,-3.065
870,52.7,-2.047,150395,52.7,-2.045
871,52.92,-2.779,158476,52.94,-2.784
872,53.37,-2.543,175984,53.37,-2.543
873,53.66,-2.601,194847,53.66,-2.609
874,53.97,-2.419,208728,53.97,-2.436
875,54.07,-2.73,210106,54.07,-2.721
876,56.04,-3.35,238210,56.04,-3.349
877,56.4,-5.233,240794,56.42,-5.25
878,50.61,-3.379,5217,50.61,-3.384
879,50.97,0.09651,21242,50.97,0.09659
880,50.99,0.9623,22123,50.99,0.9635
881,51.03,1.012,23654,51.03,1.007
882,51.09,1.206,26275,51.09,1.197
883,51.14,-4.254,27759,51.13,-4.236
884,51.46,0.5006,59571,51.46,0.5009
885,51.48,-3.191,61426,51.48,-3.191
886,51.55,-0.5433,77027,51.55,-0.5424
887,52.27,-1.569,127531,52.27,-1.567
888,53.2,-2.912,168190,53.2,-2.906
889,55.49,-4.463,226928,55.49,-4.462
890,55.83,-4.697,230077,55.8,-4.656
891,55.89,-3.66,233729,55.89,-3.66
892,55.92,-3.197,234991,55.92,-3.2
893,55.97,-2.849,236780,55.96,-2.867
894,58.52,-3.667,246536,58.52,-3.654
895,50.62,-2.464,5396,50.62,-2.464
896,50.85,-0.2812,14568,50.84,-0.2812
897,51.48,-3.627,59587,51.47,-3.624
898,51.5,-0.3765,66080,51.5,-0.3775
899,51.56,-3.336,78762,51.56,-3.336
900,51.78,-0.1763,104099,51.78,-0.1774
901,52.07,-4.645,119649,52.08,-4.643
902,52.1,-4.7,120584,52.1,-4.696
903,52.28,-1.178,128024,52.28,-1.178
904,53.27,-0.4887,171520,53.27,-0.4888
905,55.02,-1.565,224065,55.02,-1.564
906,55.86,-2.931,232149,55.85,-2.92
907,55.9,-3.278,234208,55.9,-3.283
908,56.01,-4.581,237739,56.01,-4.576
909,56.25,-3.242,240089,56.26,-3.241
910,56.37,-5.425,240560,56.39,-5.434
911,50.52,-3.514,4521,50.53,-3.515
912,50.66,-3.341,5932,50.66,-3.331
913,50.74,-3.533,7999,50.74,-3.531
914,50.91,0.969,19706,50.93,0.9715
915,50.96,-4.167,20937,50.97,-4.167
916,51.08,0.7197,25732,51.08,0.7105
917,51.17,-1.628,29969,51.17,-1.63
918,51.34,0.958,40655,51.33,0.9482
919,51.43,-2.874,52708,51.43,-2.874
920,51.49,0.126,65278,51.49,0.1254
921,51.53,-1.883,74836,51.54,-1.883
922,51.57,-3.423,80594,51.57,-3.423
923,51.58,-0.3605,83044,51.58,-0.361
924,51.66,0.04165,95033,51.66,0.03307
925,52.12,-0.2558,120750,52.1,-0.2528
926,52.26,-0.6388,126709,52.25,-0.6238
927,52.32,-3.067,129075,52.31,-3.065
928,52.4,-4.084,132698,52.4,-4.076
929,53.07,-2.919,163611,53.07,-2.916
930,53.45,-2.456,181427,53.44,-2.459
931,53.63,-0.9248,193976,53.63,-0.9418
932,53.72,-1.8,197788,53.72,-1.801
933,54.88,-2.809,220504,54.89,-2.81
934,55.84,-4.435,231415,55.84,-4.435
935,50.93,0.9161,20496,50.95,0.9162
936,51.1,-4.208,26276,51.1,-4.19
937,51.37,1.137,45328,51.37,1.138
938,51.55,0.5296,78493,51.55,0.5367
939,51.66,-4.993,95136,51.67,-5.005
940,51.75,-1.244,101390,51.75,-1.244
941,51.81,-0.3523,106086,51.81,-0.352
942,51.82,-2.017,105901,51.81,-2.025
943,52.02,0.9543,116835,52.02,0.9498
944,52.12,-2.327,121300,52.12,-2.327
945,52.32,-2.747,129441,52.32,-2.745
946,52.67,0.3695,149111,52.67,0.3714
947,53.1,-3.791,164643,53.1,-3.79
948,53.23,-2.169,169541,53.23,-2.169
949,53.58,-0.6724,191469,53.58,-0.6741
950,53.83,-1.644,205130,53.83,-1.643
951,55.94,-3.167,235869,55.94,-3.167
952,50.81,-3.66,11639,50.81,-3.662
953,50.86,-0.1615,16275,50.86,-0.1614
954,51.05,-0.1967,24230,51.05,-0.2007
955,51.08,0.7724,25737,51.08,0.7717
956,51.1,0.03513,26557,51.1,0.035
957,51.1,0.9525,26629,51.1,0.9492
958,51.17,1.1,30252,51.17,1.113
959,51.38,-0.6106,45669,51.38,-0.6234
960,51.46,-0.1505,58855,51.46,-0.1506
961,51.55,-2.963,76779,51.55,-2.983
962,51.58,-0.3217,83122,51.58,-0.322
963,51.58,0.01066,83717,51.58,0.0104
964,51.69,-5.043,98182,51.71,-5.044
965,51.71,-4.967,98200,51.71,-4.968
966,51.83,-4.047,107117,51.83,-4.051
967,52.69,-2.007,149909,52.69,-2.009
968,52.96,-1.546,159343,52.96,-1.537
969,53.19,-2.88,167792,53.19,-2.88
970,53.36,-0.9511,175613,53.36,-0.9602
971,54.0,-0.4529,209329,54.0,-0.4498
972,54.03,-2.808,209643,54.03,-2.805
973,54.11,-2.333,210833,54.12,-2.342
974,55.83,-4.153,231206,55.83,-4.153
975,55.85,-4.583,231715,55.85,-4.585
976,55.86,-3.334,232115,55.85,-3.331
977,55.96,-3.185,236699,55.96,-3.185
978,50.85,-0.2074,15550,50.85,-0.2059
979,50.93,0.9144,20495,50.95,0.9134
980,50.96,0.9259,20918,50.96,0.9166
981,50.99,0.9683,22125,50.99,0.9688
982,51.07,1.118,25308,51.07,1.118
983,51.15,-3.987,28972,51.15,-3.999
984,51.3,1.024,37582,51.29,1.029
985,51.35,0.7403,42662,51.35,0.7408
986,51.38,-2.822,45406,51.38,-2.822
987,51.56,-3.733,78743,51.56,-3.739
988,51.59,-2.791,84499,51.59,-2.787
989,51.59,-0.09879,85383,51.59,-0.09924
990,51.62,-2.029,90910,51.63,-2.036
991,52.08,-4.758,118597,52.06,-4.765
992,52.08,-4.681,119636,52.08,-4.681
993,52.31,-1.377,129206,52.31,-1.368
994,52.73,-2.841,151496,52.73,-2.845
995,52.83,1.46,155105,52.83,1.469
996,52.86,-1.557,155641,52.86,-1.562
997,53.33,-1.979,173993,53.33,-1.979
998,54.2,-2.351,211663,54.2,-2.348
999,55.58,-4.637,227298,55.57,-4.64
1000,55.83,-4.695,230077,55.8,-4.656
1001,55.88,-3.92,233307,55.88,-3.921
1002,56.0,-4.896,237689,56.01,-4.899
1003,56.35,-5.081,240561,56.39,-5.071
1004,57.03,-2.156,242675,57.03,-2.154
1005,57.36,-2.186,244223,57.35,-2.175
1006,50.84,-0.3239,14552,50.84,-0.324
1007,50.86,-4.12,15824,50.86,-4.116
1008,50.92,0.9156,20496,50.95,0.9162
1009,51.08,0.4125,25714,51.08,0.4199
1010,51.32,-0.9309,39251,51.32,-0.9344
1011,51.38,-3.124,51119,51.42,-3.173
1012,51.47,0.2368,63274,51.48,0.2366
1013,51.48,-0.1568,62516,51.48,-0.1571
1014,51.52,0.5441,72189,51.52,0.5526
1015,51.53,0.5505,74470,51.53,0.5565
1016,51.55,0.2224,78443,51.55,0.2233
1017,51.61,-1.264,87986,51.61,-1.264
1018,51.89,-5.236,109573,51.88,-5.245
1019,51.97,-0.4917,114529,51.97,-0.4912
1020,51.99,-4.834,115126,51.99,-4.814
1021,52.4,-1.728,132375,52.39,-1.728
1022,52.64,1.312,147405,52.64,1.311
1023,52.91,-0.635,157402,52.91,-0.6354
1024,52.96,-3.067,159259,52.96,-3.06
1025,53.23,-2.883,169100,53.22,-2.883
1026,53.82,-1.567,204666,53.82,-1.567
1027,54.21,-2.889,211725,54.21,-2.893
1028,54.6,-1.3,216280,54.6,-1.3
1029,54.92,-4.397,221424,54.93,-4.399
1030,55.69,-4.869,228562,55.69,-4.869
1031,55.95,-3.02,236369,55.95,-3.023
1032,55.97,-4.03,237141,55.98,-4.03
1033,55.97,-3.185,237012,55.97,-3.185
1034,56.4,-5.486,240636,56.4,-5.48
1035,56.4,-5.483,240636,56.4,-5.48
1036,50.89,0.6918,17930,50.89,0.6921
1037,50.99,0.9194,22535,51.0,0.9184
1038,51.01,-4.532,21699,50.99,-4.513
1039,51.05,0.879,24379,51.05,0.8762
1040,51.08,0.7239,25733,51.08,0.7298
1041,51.14,-3.209,29518,51.16,-3.213
1042,51.15,-0.2055,29221,51.15,-0.2145
1043,51.23,-1.976,32823,51.23,-1.956
1044,51.46,0.5522,57776,51.45,0.5571
1045,51.47,0.2317,63271,51.48,0.2316
1046,51.65,-5.052,92995,51.65,-5.026
1047,52.04,-4.085,117394,52.04,-4.1
1048,52.26,-0.9596,127113,52.26,-0.9607
1049,52.72,-1.503,150918,52.71,-1.503
1050,53.06,-2.981,163256,53.06,-2.981
1051,53.1,-1.574,164499,53.09,-1.573
1052,53.1,-1.568,164847,53.1,-1.563
1053,53.37,-2.55,175981,53.37,-2.549
1054,54.31,-2.082,212768,54.31,-2.082
1055,55.31,-3.503,226129,55.34,-3.507
1056,55.66,-3.48,228388,55.66,-3.475
1057,55.82,-4.191,230801,55.82,-4.191
1058,55.83,-3.239,231301,55.83,-3.239
1059,55.85,-3.155,232124,55.85,-3.163
1060,55.92,-4.475,234748,55.92,-4.475
1061,55.92,-4.216,234843,55.92,-4.216
1062,55.95,-3.159,236301,55.95,-3.16
1063,56.04,-4.637,238012,56.03,-4.63
1064,56.13,-3.158,239178,56.13,-3.157
1065,56.31,-3.584,240249,56.31,-3.584
1066,56.69,-4.14,242164,56.69,-4.161
1067,57.49,-4.132,244840,57.49,-4.132
1068,57.61,-3.625,245501,57.61,-3.624
1069,57.65,-3.307,245725,57.65,-3.307
1070,50.68,-3.863,6264,50.69,-3.857
1071,50.69,-1.52,6356,50.69,-1.52
1072,50.76,-3.073,8938,50.76,-3.07
1073,50.83,-2.051,11699,50.81,-2.032
1074,50.84,-3.281,14118,50.84,-3.279
1075,50.85,-1.318,15999,50.86,-1.317
1076,50.93,0.7566,20041,50.94,0.76
1077,51.33,1.388,40678,51.33,1.392
1078,51.35,0.7657,42670,51.35,0.7645
1079,51.54,-1.142,76953,51.55,-1.139
1080,51.76,-3.205,102144,51.76,-3.203
1081,51.76,-0.5627,102391,51.76,-0.5627
1082,51.87,0.7704,109464,51.87,0.7716
1083,51.88,1.004,110385,51.88,1.002
1084,52.39,0.2427,132646,52.39,0.2428
1085,52.49,1.757,138581,52.49,1.757
1086,52.59,-2.168,143882,52.59,-2.166
1087,52.62,-1.654,145903,52.62,-1.653
1088,52.68,-0.5889,149022,52.67,-0.5906
1089,52.93,-3.108,158050,52.93,-3.089
1090,53.06,-2.915,163611,53.07,-2.916
1091,53.16,-1.327,166413,53.15,-1.333
1092,53.24,-1.395,170045,53.24,-1.391
1093,53.61,-0.6744,192759,53.6,-0.6739
1094,53.85,-1.048,205730,53.84,-1.056
1095,54.29,-2.979,212366,54.28,-2.976
1096,54.55,-1.924,215094,54.55,-1.923
1097,54.83,-1.497,219302,54.83,-1.495
1098,55.81,-4.175,230487,55.81,-4.175
1099,55.86,-2.906,232149,55.85,-2.92
1100,56.46,-3.33,240958,56.46,-3.321
1101,50.35,-3.888,1972,50.35,-3.888
1102,50.69,-4.686,6247,50.69,-4.689
1103,50.8,-1.546,11116,50.8,-1.55
1104,50.84,-0.1222,14790,50.84,-0.122
1105,50.85,-0.1037,15646,50.85,-0.1033
1106,50.92,-1.276,19035,50.92,-1.276
1107,50.92,0.4828,19182,50.92,0.4826
1108,51.0,0.9593,22536,51.0,0.9555
1109,51.0,0.9659,22124,50.99,0.9657
1110,51.06,0.9554,25266,51.07,0.9698
1111,51.11,0.2129,27077,51.11,0.2001
1112,51.11,0.2242,27611,51.12,0.2256
1113,51.2,-2.826,31721,51.21,-2.818
1114,51.31,-0.9066,38421,51.31,-0.907
1115,51.36,-2.613,42874,51.36,-2.615
1116,51.41,0.9102,51066,51.41,0.9088
1117,51.46,0.4802,57769,51.45,0.4897
1118,51.47,-1.283,58089,51.46,-1.274
1119,51.57,-3.121,82522,51.58,-3.125
1120,51.62,-3.833,89432,51.62,-3.822
1121,51.62,-3.66,89461,51.62,-3.661
1122,51.79,-3.021,104430,51.79,-3.02
1123,51.89,-5.19,110398,51.89,-5.185
1124,52.16,-0.4737,122851,52.16,-0.4702
1125,52.2,-4.395,123596,52.19,-4.394
1126,52.41,-2.884,133996,52.42,-2.883
1127,52.44,-1.79,135198,52.44,-1.791
1128,52.93,-2.771,158477,52.94,-2.766
1129,53.09,-2.158,164484,53.09,-2.165
1130,53.98,-2.343,209210,54.0,-2.337
1131,55.74,-4.64,228893,55.74,-4.642
1132,55.88,-3.766,233311,55.88,-3.767
1133,55.91,-2.139,234310,55.9,-2.133
1134,55.93,-4.471,235091,55.93,-4.47
1135,55.96,-3.203,236681,55.96,-3.203
1136,55.97,-4.038,236852,55.97,-4.042
1137,56.02,-4.586,237739,56.01,-4.576
1138,56.3,-3.23,240226,56.3,-3.237
1139,56.75,-3.548,242357,56.75,-3.542
1140,57.93,-4.016,246281,57.91,-4.002
1141,50.67,-3.303,5937,50.66,-3.302
1142,50.95,0.7764,20045,50.94,0.7833
1143,50.96,-2.167,20615,50.96,-2.157
1144,50.99,-4.31,21712,50.99,-4.301
1145,51.0,0.9588,22536,51.0,0.9555
1146,51.04,0.9186,23646,51.03,0.9234
1147,51.04,1.015,23995,51.04,1.021
1148,51.08,-2.551,25882,51.09,-2.561
1149,51.08,-0.9421,26020,51.09,-0.9437
1150,51.33,1.106,40662,51.33,1.118
1151,51.34,-1.117,40019,51.33,-1.118
1152,51.39,0.5266,47861,51.39,0.5265
1153,51.41,0.1162,50917,51.41,0.1168
1154,51.45,-0.1476,57090,51.45,-0.1476
1155,51.46,-0.4254,58350,51.46,-0.4253
1156,51.46,0.5507,57776,51.45,0.5571
1157,51.5,-2.605,65631,51.5,-2.604
1158,51.56,-2.949,78799,51.56,-2.943
1159,51.62,-3.658,89461,51.62,-3.661
1160,51.66,-3.823,94278,51.66,-3.822
1161,51.66,-1.292,94534,51.66,-1.292
1162,51.8,-1.288,105173,51.8,-1.284
1163,51.9,0.8371,111764,51.9,0.8446
1164,52.23,0.9096,125846,52.23,0.9098
1165,52.3,-2.625,128653,52.3,-2.625
1166,52.72,0.4655,151404,52.72,0.4655
1167,52.83,1.452,155297,52.84,1.456
1168,52.94,-1.443,158563,52.94,-1.443
1169,52.96,-1.32,159366,52.96,-1.32
1170,53.09,-2.469,164382,53.09,-2.469
1171,53.12,-2.139,165462,53.12,-2.138
1172,53.17,-4.208,166952,53.17,-4.208
1173,53.33,-1.977,173993,53.33,-1.979
1174,53.37,-2.553,175980,53.37,-2.551
1175,53.44,-1.095,181808,53.44,-1.1
1176,53.51,-1.165,186300,53.51,-1.163
1177,53.56,-0.5054,190034,53.56,-0.4994
1178,53.78,-2.215,202059,53.78,-2.218
1179,53.86,-1.193,206573,53.86,-1.193
1180,54.01,-1.47,209421,54.01,-1.47
1181,54.1,-2.165,210521,54.1,-2.141
1182,54.92,-1.831,221242,54.92,-1.824
1183,55.55,-2.791,227156,55.54,-2.789
1184,55.66,-1.952,228207,55.64,-1.965
1185,55.69,-4.643,228477,55.68,-4.635
1186,55.77,-4.664,229349,55.77,-4.659
1187,55.84,-4.512,231373,55.84,-4.512
1188,55.85,-4.58,231716,55.85,-4.58
1189,55.85,-4.578,231716,55.85,-4.58
1190,55.97,-3.186,237011,55.97,-3.186
1191,56.02,-2.862,237866,56.01,-2.861
1192,56.05,-3.597,238326,56.06,-3.597
1193,56.15,-3.917,239327,56.15,-3.917
1194,56.17,-4.154,239472,56.17,-4.156
1195,56.42,-3.466,240815,56.42,-3.466
1196,57.14,-5.593,243739,57.21,-5.614
1197,58.51,-3.454,246539,58.52,-3.483
1198,59.3,-2.968,246738,59.32,-2.977
